idx;pitch;tsr;Cp;Ct;Cq;dCqdpitch;dCqdtsr;stall
237;-1.50;3.50;0.141920;0.501542;0.040549;0.019144;0.003317;1
238;-1.50;3.75;0.169631;0.536393;0.045235;0.018363;0.003486;1
239;-1.50;4.00;0.198920;0.572203;0.049730;0.017752;0.003571;1
240;-1.50;4.25;0.229972;0.608669;0.054111;0.017542;0.003749;1
241;-1.50;4.50;0.263254;0.645907;0.058501;0.017905;0.003974;1
242;-1.50;4.75;0.299552;0.684206;0.063063;0.018266;0.004198;1
243;-1.50;5.00;0.338169;0.724507;0.067634;0.017832;0.003995;1
244;-1.50;5.25;0.377894;0.772355;0.071980;0.015117;0.003408;1
245;-1.50;5.50;0.413557;0.825448;0.075192;0.007944;0.001639;1
246;-1.50;5.75;0.436724;0.866492;0.075952;-0.000575;-0.000090;0
247;-1.50;6.00;0.449429;0.895869;0.074905;-0.005752;-0.000800;0
248;-1.50;6.25;0.456723;0.919670;0.073076;-0.008239;-0.000870;0
249;-1.50;6.50;0.460104;0.939474;0.070785;-0.010057;-0.000852;0
250;-1.50;6.75;0.459320;0.955905;0.068047;-0.011495;-0.000779;0
251;-1.50;7.00;0.455264;0.970787;0.065038;-0.012343;-0.000533;0
252;-1.50;7.25;0.448599;0.984886;0.061876;-0.012501;-0.000079;0
253;-1.50;7.50;0.440905;0.998580;0.058787;-0.011975;0.000483;1
254;-1.50;7.75;0.433134;1.012386;0.055888;-0.011110;0.000947;1
255;-1.50;8.00;0.425859;1.026841;0.053232;-0.010182;0.001282;1
256;-1.50;8.25;0.419080;1.042031;0.050798;-0.009494;0.001501;1
257;-1.50;8.50;0.412125;1.057443;0.048485;-0.009118;0.001614;1
258;-1.50;8.75;0.404587;1.072800;0.046238;-0.008862;0.001706;1
259;-1.50;9.00;0.396490;1.088116;0.044054;-0.008592;0.001819;1
260;-1.50;9.25;0.387966;1.103525;0.041942;-0.008319;0.001947;1
261;-1.50;9.50;0.379001;1.119036;0.039895;-0.008085;0.002076;1
262;-1.50;9.75;0.369523;1.134612;0.037900;-0.007893;0.002198;1
263;-1.50;10.00;0.359484;1.150193;0.035948;-0.007806;0.002316;1
264;-1.00;2.00;0.020445;0.323421;0.010223;0.016476;0.001936;1
265;-1.00;2.25;0.032269;0.344426;0.014342;0.019075;0.002534;1
266;-1.00;2.50;0.049400;0.371251;0.019760;0.023100;0.003173;1
267;-1.00;2.75;0.071202;0.402254;0.025892;0.024208;0.003421;1
268;-1.00;3.00;0.095592;0.434863;0.031864;0.022823;0.003373;1
269;-1.00;3.25;0.121235;0.467818;0.037303;0.020661;0.003207;1
270;-1.00;3.50;0.147681;0.500835;0.042194;0.019299;0.003261;1
271;-1.00;3.75;0.176073;0.535292;0.046953;0.018590;0.003378;1
272;-1.00;4.00;0.205958;0.570419;0.051490;0.018002;0.003467;1
273;-1.00;4.25;0.237803;0.606135;0.055954;0.017950;0.003624;1
274;-1.00;4.50;0.272091;0.642592;0.060465;0.018255;0.003846;1
275;-1.00;4.75;0.309136;0.680255;0.065081;0.018010;0.003770;1
276;-1.00;5.00;0.347348;0.721420;0.069470;0.016753;0.003346;1
277;-1.00;5.25;0.385654;0.771661;0.073458;0.012452;0.002414;1
278;-1.00;5.50;0.416326;0.819126;0.075696;0.004470;0.000512;1
279;-1.00;5.75;0.435235;0.852906;0.075693;-0.002592;-0.000819;0
280;-1.00;6.00;0.446396;0.878306;0.074399;-0.006314;-0.001221;0
281;-1.00;6.25;0.453350;0.899300;0.072536;-0.008395;-0.001351;0
282;-1.00;6.50;0.456313;0.916659;0.070202;-0.010038;-0.001438;0
283;-1.00;6.75;0.455740;0.932122;0.067517;-0.011165;-0.001348;0
284;-1.00;7.00;0.452338;0.946659;0.064620;-0.011552;-0.001008;0
285;-1.00;7.25;0.447622;0.960652;0.061741;-0.011298;-0.000428;0
286;-1.00;7.50;0.442281;0.974361;0.058971;-0.010812;0.000185;1
287;-1.00;7.75;0.436595;0.988020;0.056335;-0.010226;0.000719;1
288;-1.00;8.00;0.430862;1.001928;0.053858;-0.009639;0.001105;1
289;-1.00;8.25;0.425003;1.016037;0.051515;-0.009230;0.001305;1
290;-1.00;8.50;0.418565;1.029998;0.049243;-0.008962;0.001402;1
291;-1.00;8.75;0.411554;1.043832;0.047035;-0.008677;0.001489;1
292;-1.00;9.00;0.404139;1.057687;0.044904;-0.008367;0.001592;1
293;-1.00;9.25;0.396376;1.071625;0.042851;-0.008083;0.001699;1
294;-1.00;9.50;0.388196;1.085599;0.040863;-0.007853;0.001800;1
295;-1.00;9.75;0.379518;1.099552;0.038925;-0.007670;0.001899;1
296;-1.00;10.00;0.370276;1.113439;0.037028;-0.007589;0.001998;1
297;-0.50;2.00;0.022399;0.323552;0.011200;0.017702;0.001970;1
298;-0.50;2.25;0.035156;0.345150;0.015625;0.020296;0.002600;1
299;-0.50;2.50;0.053369;0.372446;0.021348;0.023902;0.003165;1
300;-0.50;2.75;0.075835;0.403253;0.027576;0.024335;0.003313;1
301;-0.50;3.00;0.100545;0.435264;0.033515;0.022588;0.003224;1
302;-0.50;3.25;0.126329;0.467403;0.038870;0.020589;0.003077;1
303;-0.50;3.50;0.153334;0.500064;0.043810;0.019486;0.003194;1
304;-0.50;3.75;0.182300;0.533989;0.048613;0.018774;0.003261;1
305;-0.50;4.00;0.212787;0.568409;0.053197;0.018243;0.003354;1
306;-0.50;4.25;0.245374;0.603307;0.057735;0.018300;0.003504;1
307;-0.50;4.50;0.280561;0.639028;0.062347;0.018196;0.003583;1
308;-0.50;4.75;0.317458;0.676197;0.066833;0.017266;0.003137;1
309;-0.50;5.00;0.354900;0.719760;0.070980;0.015120;0.002676;1
310;-0.50;5.25;0.390566;0.769420;0.074394;0.009448;0.001390;1
311;-0.50;5.50;0.416372;0.809155;0.075704;0.001479;-0.000390;1
312;-0.50;5.75;0.432015;0.837242;0.075133;-0.004041;-0.001357;0
313;-0.50;6.00;0.442100;0.859283;0.073683;-0.006817;-0.001672;0
314;-0.50;6.25;0.448278;0.877470;0.071724;-0.008672;-0.001900;0
315;-0.50;6.50;0.450757;0.893399;0.069347;-0.010050;-0.001985;0
316;-0.50;6.75;0.450223;0.908182;0.066700;-0.010634;-0.001791;0
317;-0.50;7.00;0.448211;0.922348;0.064030;-0.010504;-0.001309;0
318;-0.50;7.25;0.445494;0.936161;0.061447;-0.010116;-0.000750;0
319;-0.50;7.50;0.442291;0.949783;0.058972;-0.009680;-0.000205;0
320;-0.50;7.75;0.438707;0.963363;0.056607;-0.009269;0.000295;1
321;-0.50;8.00;0.434702;0.976916;0.054338;-0.009010;0.000678;1
322;-0.50;8.25;0.429843;0.990075;0.052102;-0.008901;0.000917;1
323;-0.50;8.50;0.424041;1.002773;0.049887;-0.008749;0.001094;1
324;-0.50;8.75;0.417617;1.015235;0.047728;-0.008481;0.001243;1
325;-0.50;9.00;0.410822;1.027679;0.045647;-0.008174;0.001365;1
326;-0.50;9.25;0.403678;1.040122;0.043641;-0.007904;0.001459;1
327;-0.50;9.50;0.396104;1.052518;0.041695;-0.007685;0.001535;1
328;-0.50;9.75;0.388035;1.064809;0.039798;-0.007497;0.001607;1
329;-0.50;10.00;0.379467;1.077034;0.037947;-0.007407;0.001692;1
330;0.00;2.00;0.024384;0.323743;0.012192;0.018997;0.002003;1
331;0.00;2.25;0.038118;0.345936;0.016941;0.021465;0.002663;1
332;0.00;2.50;0.057312;0.373576;0.022925;0.024526;0.003137;1
333;0.00;2.75;0.080312;0.404057;0.029204;0.024326;0.003200;1
334;0.00;3.00;0.105263;0.435388;0.035088;0.022351;0.003079;1
335;0.00;3.25;0.131235;0.466835;0.040380;0.020601;0.002985;1
336;0.00;3.50;0.158859;0.499170;0.045388;0.019666;0.003113;1
337;0.00;3.75;0.188300;0.532445;0.050213;0.018910;0.003139;1
338;0.00;4.00;0.219374;0.566138;0.054843;0.018488;0.003227;1
339;0.00;4.25;0.252693;0.600211;0.059457;0.018409;0.003336;1
340;0.00;4.50;0.288216;0.635178;0.064048;0.017522;0.003102;1
341;0.00;4.75;0.324036;0.672542;0.068218;0.016195;0.002529;1
342;0.00;5.00;0.360729;0.718621;0.072146;0.013260;0.001974;1
343;0.00;5.25;0.392953;0.763932;0.074848;0.006320;0.000339;1
344;0.00;5.50;0.414182;0.796384;0.075306;-0.001024;-0.001165;0
345;0.00;5.75;0.427433;0.819871;0.074336;-0.005157;-0.001828;0
346;0.00;6.00;0.436364;0.838869;0.072727;-0.007400;-0.002184;0
347;0.00;6.25;0.441477;0.855105;0.070636;-0.009020;-0.002432;0
348;0.00;6.50;0.443413;0.870033;0.068217;-0.009820;-0.002409;0
349;0.00;6.75;0.443654;0.884172;0.065726;-0.009813;-0.002053;0
350;0.00;7.00;0.443174;0.897904;0.063311;-0.009471;-0.001580;0
351;0.00;7.25;0.442186;0.911410;0.060991;-0.009090;-0.001102;0
352;0.00;7.50;0.440741;0.924751;0.058765;-0.008723;-0.000643;0
353;0.00;7.75;0.438880;0.938029;0.056630;-0.008459;-0.000239;0
354;0.00;8.00;0.436288;0.951017;0.054536;-0.008394;0.000067;1
355;0.00;8.25;0.432570;0.963373;0.052433;-0.008399;0.000334;1
356;0.00;8.50;0.427861;0.975196;0.050337;-0.008311;0.000598;1
357;0.00;8.75;0.422426;0.986676;0.048277;-0.008134;0.000833;1
358;0.00;9.00;0.416427;0.997946;0.046270;-0.007934;0.001013;1
359;0.00;9.25;0.409870;1.008991;0.044310;-0.007743;0.001137;1
360;0.00;9.50;0.402783;1.019838;0.042398;-0.007556;0.001229;1
361;0.00;9.75;0.395188;1.030534;0.040532;-0.007357;0.001312;1
362;0.00;10.00;0.387198;1.041177;0.038720;-0.007249;0.001397;1
363;0.50;2.00;0.026405;0.323990;0.013203;0.020343;0.002048;1
364;0.50;2.25;0.041149;0.346792;0.018288;0.022564;0.002712;1
365;0.50;2.50;0.061212;0.374616;0.024485;0.024975;0.003087;1
366;0.50;2.75;0.084634;0.404678;0.030776;0.024219;0.003081;1
367;0.50;3.00;0.109783;0.435322;0.036594;0.022158;0.002945;1
368;0.50;3.25;0.136029;0.466167;0.041855;0.020657;0.002924;1
369;0.50;3.50;0.164231;0.498145;0.046923;0.019795;0.003013;1
370;0.50;3.75;0.194072;0.530686;0.051753;0.019001;0.003018;1
371;0.50;4.00;0.225695;0.563572;0.056424;0.018638;0.003093;1
372;0.50;4.25;0.259554;0.596822;0.061072;0.018049;0.003045;1
373;0.50;4.50;0.294518;0.631085;0.065448;0.016582;0.002455;1
374;0.50;4.75;0.329471;0.670213;0.069362;0.015011;0.002083;1
375;0.50;5.00;0.364770;0.716287;0.072954;0.010740;0.001221;1
376;0.50;5.25;0.392346;0.754618;0.074732;0.003169;-0.000620;1
377;0.50;5.50;0.409962;0.781183;0.074539;-0.002855;-0.001795;0
378;0.50;5.75;0.421504;0.801164;0.073305;-0.006079;-0.002332;0
379;0.50;6.00;0.428995;0.817705;0.071499;-0.008025;-0.002700;0
380;0.50;6.25;0.433079;0.832667;0.069293;-0.009122;-0.002842;0
381;0.50;6.50;0.435100;0.846638;0.066938;-0.009293;-0.002632;0
382;0.50;6.75;0.436362;0.860099;0.064646;-0.008977;-0.002262;0
383;0.50;7.00;0.437148;0.873289;0.062450;-0.008602;-0.001874;0
384;0.50;7.25;0.437502;0.886290;0.060345;-0.008242;-0.001492;0
385;0.50;7.50;0.437466;0.899176;0.058329;-0.007953;-0.001128;0
386;0.50;7.75;0.436855;0.911849;0.056368;-0.007848;-0.000836;0
387;0.50;8.00;0.435240;0.923970;0.054405;-0.007865;-0.000592;0
388;0.50;8.25;0.432597;0.935519;0.052436;-0.007841;-0.000327;0
389;0.50;8.50;0.429121;0.946628;0.050485;-0.007750;-0.000048;0
390;0.50;8.75;0.424909;0.957372;0.048561;-0.007650;0.000213;1
391;0.50;9.00;0.419937;0.967722;0.046660;-0.007566;0.000430;1
392;0.50;9.25;0.414198;0.977655;0.044778;-0.007470;0.000610;1
393;0.50;9.50;0.407783;0.987223;0.042924;-0.007336;0.000765;1
394;0.50;9.75;0.400824;0.996571;0.041110;-0.007162;0.000903;1
395;0.50;10.00;0.393435;1.005796;0.039344;-0.007067;0.001013;1
396;1.00;2.00;0.028480;0.324330;0.014240;0.021653;0.002098;1
397;1.00;2.25;0.044220;0.347652;0.019653;0.023544;0.002735;1
398;1.00;2.50;0.065030;0.375533;0.026012;0.025264;0.003007;1
399;1.00;2.75;0.088784;0.405079;0.032285;0.024041;0.002955;1
400;1.00;3.00;0.114098;0.435058;0.038033;0.022038;0.002813;1
401;1.00;3.25;0.140737;0.465480;0.043304;0.020737;0.002862;1
402;1.00;3.50;0.169403;0.496925;0.048401;0.019855;0.002890;1
403;1.00;3.75;0.199618;0.528683;0.053232;0.019070;0.002889;1
404;1.00;4.00;0.231744;0.560719;0.057936;0.018542;0.002916;1
405;1.00;4.25;0.265636;0.593126;0.062503;0.017134;0.002586;1
406;1.00;4.50;0.299264;0.627104;0.066503;0.015596;0.001875;1
407;1.00;4.75;0.333929;0.668552;0.070301;0.013727;0.001639;1
408;1.00;5.00;0.366832;0.711483;0.073366;0.007855;0.000291;1
409;1.00;5.25;0.389699;0.742699;0.074228;0.000289;-0.001389;1
410;1.00;5.50;0.404309;0.764344;0.073511;-0.004448;-0.002332;0
411;1.00;5.75;0.414026;0.781393;0.072005;-0.006966;-0.002832;0
412;1.00;6.00;0.420166;0.796426;0.070028;-0.008420;-0.003124;0
413;1.00;6.25;0.423715;0.810237;0.067794;-0.008884;-0.003056;0
414;1.00;6.50;0.426307;0.823300;0.065586;-0.008659;-0.002778;0
415;1.00;6.75;0.428387;0.835998;0.063465;-0.008297;-0.002478;0
416;1.00;7.00;0.430059;0.848458;0.061437;-0.007932;-0.002186;0
417;1.00;7.25;0.431367;0.860761;0.059499;-0.007599;-0.001896;0
418;1.00;7.50;0.432282;0.872920;0.057638;-0.007410;-0.001654;0
419;1.00;7.75;0.432401;0.884666;0.055794;-0.007387;-0.001459;0
420;1.00;8.00;0.431553;0.895842;0.053944;-0.007377;-0.001243;0
421;1.00;8.25;0.429870;0.906563;0.052105;-0.007310;-0.000995;0
422;1.00;8.50;0.427456;0.916889;0.050289;-0.007229;-0.000745;0
423;1.00;8.75;0.424294;0.926807;0.048491;-0.007179;-0.000519;0
424;1.00;9.00;0.420295;0.936230;0.046699;-0.007140;-0.000310;0
425;1.00;9.25;0.415516;0.945195;0.044921;-0.007073;-0.000105;0
426;1.00;9.50;0.410047;0.953790;0.043163;-0.006970;0.000093;1
427;1.00;9.75;0.403997;0.962099;0.041436;-0.006859;0.000269;1
428;1.00;10.00;0.397333;0.970127;0.039733;-0.006809;0.000409;1
429;1.50;2.00;0.030602;0.324708;0.015301;0.022888;0.002149;1
430;1.50;2.25;0.047302;0.348485;0.021023;0.024381;0.002738;1
431;1.50;2.50;0.068729;0.376275;0.027492;0.025415;0.002915;1
432;1.50;2.75;0.092759;0.405267;0.033730;0.023831;0.002834;1
433;1.50;3.00;0.118222;0.434593;0.039407;0.021973;0.002705;1
434;1.50;3.25;0.145330;0.464676;0.044717;0.020811;0.002782;1
435;1.50;3.50;0.174345;0.495491;0.049813;0.019850;0.002754;1
436;1.50;3.75;0.204907;0.526419;0.054642;0.019053;0.002751;1
437;1.50;4.00;0.237359;0.557621;0.059340;0.018032;0.002632;1
438;1.50;4.25;0.270546;0.589189;0.063658;0.015968;0.001979;1
439;1.50;4.50;0.302957;0.623951;0.067324;0.014687;0.001567;1
440;1.50;4.75;0.337258;0.666289;0.071002;0.011842;0.001067;1
441;1.50;5.00;0.366225;0.703249;0.073245;0.004683;-0.000713;1
442;1.50;5.25;0.385052;0.728326;0.073343;-0.002076;-0.002097;0
443;1.50;5.50;0.397138;0.746271;0.072207;-0.005740;-0.002847;0
444;1.50;5.75;0.405221;0.761496;0.070473;-0.007663;-0.003263;0
445;1.50;6.00;0.410254;0.775158;0.068376;-0.008473;-0.003355;0
446;1.50;6.25;0.413979;0.787860;0.066237;-0.008431;-0.003170;0
447;1.50;6.50;0.417042;0.800014;0.064160;-0.008136;-0.002942;0
448;1.50;6.75;0.419638;0.811801;0.062169;-0.007793;-0.002726;0
449;1.50;7.00;0.421847;0.823367;0.060264;-0.007440;-0.002509;0
450;1.50;7.25;0.423753;0.834807;0.058449;-0.007177;-0.002316;0
451;1.50;7.50;0.425064;0.845919;0.056675;-0.007078;-0.002180;0
452;1.50;7.75;0.425549;0.856537;0.054910;-0.007026;-0.002037;0
453;1.50;8.00;0.425296;0.866720;0.053162;-0.006936;-0.001855;0
454;1.50;8.25;0.424391;0.876533;0.051441;-0.006845;-0.001657;0
455;1.50;8.50;0.422784;0.885932;0.049739;-0.006799;-0.001467;0
456;1.50;8.75;0.420366;0.894831;0.048042;-0.006779;-0.001288;0
457;1.50;9.00;0.417150;0.903241;0.046350;-0.006737;-0.001098;0
458;1.50;9.25;0.413230;0.911241;0.044674;-0.006664;-0.000904;0
459;1.50;9.50;0.408670;0.918884;0.043018;-0.006590;-0.000717;0
460;1.50;9.75;0.403443;0.926165;0.041379;-0.006532;-0.000554;0
461;1.50;10.00;0.397521;0.933062;0.039752;-0.006506;-0.000403;0
462;2.00;2.00;0.032777;0.325128;0.016388;0.024011;0.002208;1
463;2.00;2.25;0.050380;0.349285;0.022391;0.025077;0.002726;1
464;2.00;2.50;0.072318;0.376875;0.028927;0.025456;0.002822;1
465;2.00;2.75;0.096578;0.405307;0.035119;0.023621;0.002718;1
466;2.00;3.00;0.122213;0.434026;0.040738;0.021934;0.002633;1
467;2.00;3.25;0.149780;0.463737;0.046086;0.020835;0.002688;1
468;2.00;3.50;0.179043;0.493786;0.051155;0.019794;0.002623;1
469;2.00;3.75;0.209936;0.523907;0.055983;0.018825;0.002580;1
470;2.00;4.00;0.242271;0.554222;0.060568;0.016998;0.002192;1
471;2.00;4.25;0.274047;0.585152;0.064482;0.015005;0.001405;1
472;2.00;4.50;0.306316;0.621833;0.068070;0.013773;0.001318;1
473;2.00;4.75;0.338998;0.661974;0.071368;0.009166;0.000286;1
474;2.00;5.00;0.363265;0.692105;0.072653;0.001528;-0.001537;1
475;2.00;5.25;0.378692;0.712314;0.072132;-0.003979;-0.002701;0
476;2.00;5.50;0.388648;0.727851;0.070663;-0.006781;-0.003283;0
477;2.00;5.75;0.395262;0.741533;0.068741;-0.007981;-0.003528;0
478;2.00;6.00;0.400037;0.753957;0.066673;-0.008234;-0.003451;0
479;2.00;6.25;0.403900;0.765575;0.064624;-0.008058;-0.003298;0
480;2.00;6.50;0.407184;0.776692;0.062644;-0.007770;-0.003149;0
481;2.00;6.75;0.409989;0.787450;0.060739;-0.007431;-0.002995;0
482;2.00;7.00;0.412498;0.798039;0.058928;-0.007113;-0.002842;0
483;2.00;7.25;0.414575;0.808372;0.057183;-0.006941;-0.002746;0
484;2.00;7.50;0.415932;0.818240;0.055458;-0.006853;-0.002660;0
485;2.00;7.75;0.416612;0.827668;0.053756;-0.006736;-0.002545;0
486;2.00;8.00;0.416715;0.836750;0.052089;-0.006615;-0.002415;0
487;2.00;8.25;0.416203;0.845441;0.050449;-0.006535;-0.002294;0
488;2.00;8.50;0.414985;0.853677;0.048822;-0.006493;-0.002178;0
489;2.00;8.75;0.413022;0.861419;0.047202;-0.006441;-0.002045;0
490;2.00;9.00;0.410412;0.868762;0.045601;-0.006371;-0.001895;0
491;2.00;9.25;0.407158;0.875724;0.044017;-0.006310;-0.001744;0
492;2.00;9.50;0.403239;0.882270;0.042446;-0.006272;-0.001601;0
493;2.00;9.75;0.398590;0.888408;0.040881;-0.006231;-0.001460;0
494;2.00;10.00;0.393308;0.894170;0.039331;-0.006201;-0.001314;0
495;2.50;2.00;0.035019;0.325634;0.017510;0.024959;0.002259;1
496;2.50;2.25;0.053436;0.350029;0.023750;0.025607;0.002707;1
497;2.50;2.50;0.075783;0.377304;0.030313;0.025397;0.002733;1
498;2.50;2.75;0.100232;0.405151;0.036448;0.023453;0.002606;1
499;2.50;3.00;0.126120;0.433389;0.042040;0.021914;0.002573;1
500;2.50;3.25;0.154067;0.462639;0.047405;0.020792;0.002574;1
501;2.50;3.50;0.183526;0.491879;0.052436;0.019634;0.002490;1
502;2.50;3.75;0.214583;0.521130;0.057222;0.018191;0.002321;1
503;2.50;4.00;0.246126;0.550470;0.061531;0.015681;0.001647;1
504;2.50;4.25;0.276516;0.581454;0.065063;0.014221;0.001095;1
505;2.50;4.50;0.308888;0.619358;0.068642;0.012450;0.000910;1
506;2.50;4.75;0.338616;0.654977;0.071288;0.006133;-0.000643;1
507;2.50;5.00;0.358541;0.678956;0.071708;-0.001291;-0.002245;0
508;2.50;5.25;0.370871;0.695517;0.070642;-0.005569;-0.003187;0
509;2.50;5.50;0.379081;0.709331;0.068924;-0.007393;-0.003575;0
510;2.50;5.75;0.384937;0.721614;0.066945;-0.007999;-0.003631;0
511;2.50;6.00;0.389546;0.732822;0.064924;-0.008014;-0.003555;0
512;2.50;6.25;0.393364;0.743311;0.062938;-0.007826;-0.003468;0
513;2.50;6.50;0.396572;0.753263;0.061011;-0.007530;-0.003378;0
514;2.50;6.75;0.399421;0.762955;0.059173;-0.007179;-0.003264;0
515;2.50;7.00;0.401950;0.772419;0.057421;-0.006941;-0.003191;0
516;2.50;7.25;0.403848;0.781433;0.055703;-0.006813;-0.003150;0
517;2.50;7.50;0.405114;0.790011;0.054015;-0.006677;-0.003088;0
518;2.50;7.75;0.405827;0.798211;0.052365;-0.006536;-0.003012;0
519;2.50;8.00;0.405977;0.806030;0.050747;-0.006435;-0.002947;0
520;2.50;8.25;0.405465;0.813383;0.049147;-0.006371;-0.002890;0
521;2.50;8.50;0.404273;0.820261;0.047561;-0.006300;-0.002825;0
522;2.50;8.75;0.402476;0.826727;0.045997;-0.006212;-0.002741;0
523;2.50;9.00;0.400098;0.832825;0.044455;-0.006135;-0.002657;0
524;2.50;9.25;0.397102;0.838517;0.042930;-0.006077;-0.002573;0
525;2.50;9.50;0.393458;0.843800;0.041417;-0.006022;-0.002483;0
526;2.50;9.75;0.389210;0.848725;0.039919;-0.005957;-0.002379;0
527;2.50;10.00;0.384381;0.853326;0.038438;-0.005924;-0.002277;0
528;3.00;2.00;0.037295;0.326131;0.018648;0.025802;0.002296;1
529;3.00;2.25;0.056471;0.350741;0.025098;0.026024;0.002665;1
530;3.00;2.50;0.079149;0.377621;0.031660;0.025254;0.002637;1
531;3.00;2.75;0.103744;0.404870;0.037725;0.023302;0.002504;1
532;3.00;3.00;0.129933;0.432705;0.043311;0.021871;0.002501;1
533;3.00;3.25;0.158146;0.461332;0.048660;0.020669;0.002436;1
534;3.00;3.50;0.187759;0.489727;0.053645;0.019287;0.002331;1
535;3.00;3.75;0.218639;0.518065;0.058304;0.017138;0.001952;1
536;3.00;4.00;0.248858;0.546539;0.062214;0.014545;0.001124;1
537;3.00;4.25;0.278699;0.578560;0.065576;0.013532;0.000967;1
538;3.00;4.50;0.310412;0.615716;0.068980;0.010298;0.000300;1
539;3.00;4.75;0.335944;0.645168;0.070725;0.002856;-0.001556;1
540;3.00;5.00;0.352042;0.664346;0.070408;-0.003560;-0.002894;0
541;3.00;5.25;0.361963;0.678544;0.068945;-0.006640;-0.003526;0
542;3.00;5.50;0.368987;0.690851;0.067089;-0.007671;-0.003714;0
543;3.00;5.75;0.374382;0.701772;0.065110;-0.007942;-0.003718;0
544;3.00;6.00;0.378706;0.711721;0.063118;-0.007908;-0.003693;0
545;3.00;6.25;0.382223;0.720981;0.061156;-0.007704;-0.003664;0
546;3.00;6.50;0.385227;0.729756;0.059266;-0.007361;-0.003593;0
547;3.00;6.75;0.387957;0.738306;0.057475;-0.007057;-0.003538;0
548;3.00;7.00;0.390160;0.746438;0.055737;-0.006886;-0.003532;0
549;3.00;7.25;0.391735;0.754093;0.054032;-0.006735;-0.003513;0
550;3.00;7.50;0.392773;0.761341;0.052370;-0.006576;-0.003483;0
551;3.00;7.75;0.393271;0.768199;0.050745;-0.006455;-0.003463;0
552;3.00;8.00;0.393138;0.774577;0.049142;-0.006372;-0.003455;0
553;3.00;8.25;0.392358;0.780475;0.047559;-0.006291;-0.003439;0
554;3.00;8.50;0.390970;0.785921;0.045996;-0.006194;-0.003411;0
555;3.00;8.75;0.389037;0.790978;0.044461;-0.006105;-0.003384;0
556;3.00;9.00;0.386496;0.795614;0.042944;-0.006035;-0.003359;0
557;3.00;9.25;0.383357;0.799836;0.041444;-0.005962;-0.003327;0
558;3.00;9.50;0.379647;0.803706;0.039963;-0.005883;-0.003288;0
559;3.00;9.75;0.375398;0.807234;0.038502;-0.005819;-0.003252;0
560;3.00;10.00;0.370536;0.810394;0.037054;-0.005795;-0.003223;0
561;3.50;2.00;0.039612;0.326652;0.019806;0.026434;0.002329;1
562;3.50;2.25;0.059432;0.351325;0.026414;0.026289;0.002599;1
563;3.50;2.50;0.082376;0.377758;0.032951;0.025075;0.002530;1
564;3.50;2.75;0.107118;0.404457;0.038952;0.023182;0.002409;1
565;3.50;3.00;0.133624;0.431908;0.044541;0.021778;0.002410;1
566;3.50;3.25;0.161984;0.459792;0.049841;0.020450;0.002296;1
567;3.50;3.50;0.191683;0.487347;0.054767;0.018666;0.002117;1
568;3.50;3.75;0.221902;0.514729;0.059174;0.015778;0.001478;1
569;3.50;4.00;0.250623;0.542675;0.062656;0.013712;0.000752;1
570;3.50;4.25;0.280626;0.575988;0.066030;0.012572;0.000731;1
571;3.50;4.50;0.310237;0.609801;0.068942;0.007404;-0.000515;1
572;3.50;4.75;0.331227;0.633231;0.069732;-0.000255;-0.002292;0
573;3.50;5.00;0.344071;0.649007;0.068814;-0.005232;-0.003357;0
574;3.50;5.25;0.352360;0.661503;0.067116;-0.007209;-0.003716;0
575;3.50;5.50;0.358653;0.672370;0.065210;-0.007777;-0.003806;0
576;3.50;5.75;0.363558;0.681996;0.063228;-0.007957;-0.003839;0
577;3.50;6.00;0.367385;0.690624;0.061231;-0.007906;-0.003867;0
578;3.50;6.25;0.370467;0.698588;0.059275;-0.007625;-0.003848;0
579;3.50;6.50;0.373219;0.706210;0.057418;-0.007279;-0.003807;0
580;3.50;6.75;0.375538;0.713445;0.055635;-0.007058;-0.003820;0
581;3.50;7.00;0.377226;0.720156;0.053889;-0.006890;-0.003840;0
582;3.50;7.25;0.378380;0.726440;0.052190;-0.006715;-0.003847;0
583;3.50;7.50;0.378988;0.732279;0.050532;-0.006578;-0.003864;0
584;3.50;7.75;0.378987;0.737639;0.048902;-0.006479;-0.003895;0
585;3.50;8.00;0.378339;0.742478;0.047292;-0.006387;-0.003921;0
586;3.50;8.25;0.377090;0.746846;0.045708;-0.006285;-0.003941;0
587;3.50;8.50;0.375276;0.750773;0.044150;-0.006190;-0.003958;0
588;3.50;8.75;0.372865;0.754258;0.042613;-0.006107;-0.003980;0
589;3.50;9.00;0.369871;0.757308;0.041097;-0.006021;-0.003995;0
590;3.50;9.25;0.366323;0.759983;0.039602;-0.005936;-0.004009;0
591;3.50;9.50;0.362224;0.762277;0.038129;-0.005870;-0.004028;0
592;3.50;9.75;0.357505;0.764166;0.036667;-0.005828;-0.004059;0
593;3.50;10.00;0.352151;0.765633;0.035215;-0.005809;-0.004087;0
594;4.00;2.00;0.041954;0.327191;0.020977;0.026878;0.002347;1
595;4.00;2.25;0.062317;0.351812;0.027697;0.026425;0.002520;1
596;4.00;2.50;0.085474;0.377747;0.034190;0.024874;0.002430;1
597;4.00;2.75;0.110368;0.403933;0.040134;0.023063;0.002330;1
598;4.00;3.00;0.137164;0.430942;0.045721;0.021645;0.002308;1
599;4.00;3.25;0.165608;0.458049;0.050956;0.020082;0.002161;1
600;4.00;3.50;0.195168;0.484719;0.055762;0.017651;0.001817;1
