idx;pitch;tsr;Cp;Ct;Cq;dCqdpitch;dCqdtsr;stall
601;4.00;3.75;0.224183;0.511085;0.059782;0.014409;0.000973;1
602;4.00;4.00;0.251868;0.539193;0.062967;0.013050;0.000590;1
603;4.00;4.25;0.281805;0.572633;0.066307;0.010998;0.000286;1
604;4.00;4.50;0.308096;0.601566;0.068466;0.004252;-0.001380;1
605;4.00;4.75;0.325057;0.620285;0.068433;-0.002829;-0.002884;0
606;4.00;5.00;0.335257;0.633497;0.067051;-0.006407;-0.003617;0
607;4.00;5.25;0.342455;0.644447;0.065229;-0.007537;-0.003818;0
608;4.00;5.50;0.348056;0.653928;0.063283;-0.007917;-0.003914;0
609;4.00;5.75;0.352309;0.662162;0.061271;-0.008064;-0.004001;0
610;4.00;6.00;0.355505;0.669444;0.059251;-0.007927;-0.004040;0
611;4.00;6.25;0.358173;0.676192;0.057308;-0.007585;-0.004023;0
612;4.00;6.50;0.360479;0.682555;0.055458;-0.007305;-0.004044;0
613;4.00;6.75;0.362172;0.688362;0.053655;-0.007122;-0.004093;0
614;4.00;7.00;0.363281;0.693669;0.051897;-0.006939;-0.004128;0
615;4.00;7.25;0.363846;0.698509;0.050186;-0.006783;-0.004176;0
616;4.00;7.50;0.363792;0.702829;0.048506;-0.006671;-0.004236;0
617;4.00;7.75;0.363088;0.706601;0.046850;-0.006568;-0.004296;0
618;4.00;8.00;0.361772;0.709867;0.045222;-0.006466;-0.004352;0
619;4.00;8.25;0.359842;0.712627;0.043617;-0.006366;-0.004408;0
620;4.00;8.50;0.357329;0.714914;0.042039;-0.006271;-0.004466;0
621;4.00;8.75;0.354215;0.716733;0.040482;-0.006180;-0.004520;0
622;4.00;9.00;0.350539;0.718131;0.038949;-0.006093;-0.004577;0
623;4.00;9.25;0.346275;0.719113;0.037435;-0.006028;-0.004643;0
624;4.00;9.50;0.341379;0.719631;0.035935;-0.005983;-0.004719;0
625;4.00;9.75;0.335827;0.719697;0.034444;-0.005935;-0.004794;0
626;4.00;10.00;0.329670;0.719351;0.032967;-0.005907;-0.004867;0
627;4.50;2.00;0.044305;0.327720;0.022152;0.027129;0.002345;1
628;4.50;2.25;0.065103;0.352145;0.028935;0.026455;0.002439;1
629;4.50;2.50;0.088450;0.377622;0.035380;0.024693;0.002336;1
630;4.50;2.75;0.113524;0.403317;0.041281;0.022939;0.002264;1
631;4.50;3.00;0.140549;0.429815;0.046850;0.021441;0.002196;1
632;4.50;3.25;0.169007;0.456108;0.052002;0.019468;0.001988;1
633;4.50;3.50;0.198043;0.481808;0.056584;0.016289;0.001423;1
634;4.50;3.75;0.225550;0.507254;0.060147;0.013325;0.000570;1
635;4.50;4.00;0.252985;0.536146;0.063246;0.012337;0.000488;1
636;4.50;4.25;0.281840;0.567791;0.066315;0.008631;-0.000350;1
637;4.50;4.50;0.304027;0.591342;0.067562;0.001066;-0.002173;1
638;4.50;4.75;0.317530;0.606621;0.066848;-0.004728;-0.003349;0
639;4.50;5.00;0.325988;0.617918;0.065198;-0.007101;-0.003761;0
640;4.50;5.25;0.332313;0.627419;0.063298;-0.007804;-0.003918;0
641;4.50;5.50;0.337126;0.635483;0.061296;-0.008143;-0.004054;0
642;4.50;5.75;0.340552;0.642246;0.059226;-0.008209;-0.004166;0
643;4.50;6.00;0.343146;0.648238;0.057191;-0.007949;-0.004190;0
644;4.50;6.25;0.345325;0.653757;0.055252;-0.007634;-0.004215;0
645;4.50;6.50;0.346931;0.658715;0.053374;-0.007419;-0.004285;0
646;4.50;6.75;0.347911;0.663087;0.051542;-0.007226;-0.004350;0
647;4.50;7.00;0.348327;0.666962;0.049761;-0.007056;-0.004420;0
648;4.50;7.25;0.348105;0.670266;0.048015;-0.006930;-0.004505;0
649;4.50;7.50;0.347221;0.672997;0.046296;-0.006819;-0.004593;0
650;4.50;7.75;0.345690;0.675162;0.044605;-0.006712;-0.004678;0
651;4.50;8.00;0.343523;0.676784;0.042940;-0.006610;-0.004766;0
652;4.50;8.25;0.340725;0.677867;0.041300;-0.006513;-0.004852;0
653;4.50;8.50;0.337315;0.678456;0.039684;-0.006414;-0.004940;0
654;4.50;8.75;0.333313;0.678565;0.038093;-0.006330;-0.005032;0
655;4.50;9.00;0.328674;0.678197;0.036519;-0.006267;-0.005136;0
656;4.50;9.25;0.323375;0.677317;0.034960;-0.006220;-0.005248;0
657;4.50;9.50;0.317390;0.675947;0.033410;-0.006173;-0.005361;0
658;4.50;9.75;0.310760;0.674116;0.031873;-0.006123;-0.005474;0
659;4.50;10.00;0.303481;0.671844;0.030348;-0.006099;-0.005595;0
660;5.00;2.00;0.046644;0.328203;0.023322;0.027257;0.002332;1
661;5.00;2.25;0.067806;0.352379;0.030136;0.026407;0.002366;1
662;5.00;2.50;0.091313;0.377360;0.036525;0.024523;0.002249;1
663;5.00;2.75;0.116592;0.402643;0.042397;0.022784;0.002191;1
664;5.00;3.00;0.143753;0.428526;0.047918;0.021094;0.002062;1
665;5.00;3.25;0.172069;0.453927;0.052944;0.018536;0.001752;1
666;5.00;3.50;0.200150;0.478605;0.057186;0.014815;0.000991;1
667;5.00;3.75;0.226320;0.503561;0.060352;0.012539;0.000335;1
668;5.00;4.00;0.253821;0.533022;0.063455;0.011209;0.000242;1
669;5.00;4.25;0.280315;0.561108;0.065957;0.005675;-0.001124;1
670;5.00;4.50;0.298317;0.579898;0.066293;-0.001744;-0.002763;0
671;5.00;4.75;0.309151;0.592583;0.065084;-0.006004;-0.003605;0
672;5.00;5.00;0.316453;0.602320;0.063291;-0.007546;-0.003863;0
673;5.00;5.25;0.321885;0.610361;0.061311;-0.008124;-0.004041;0
674;5.00;5.50;0.325758;0.616945;0.059229;-0.008412;-0.004215;0
675;5.00;5.75;0.328357;0.622307;0.057106;-0.008336;-0.004302;0
676;5.00;6.00;0.330365;0.627041;0.055061;-0.008025;-0.004341;0
677;5.00;6.25;0.331832;0.631217;0.053093;-0.007774;-0.004421;0
678;5.00;6.50;0.332629;0.634731;0.051174;-0.007577;-0.004512;0
679;5.00;6.75;0.332807;0.637654;0.049305;-0.007392;-0.004602;0
680;5.00;7.00;0.332343;0.639999;0.047478;-0.007248;-0.004710;0
681;5.00;7.25;0.331184;0.641717;0.045681;-0.007130;-0.004821;0
682;5.00;7.50;0.329343;0.642820;0.043912;-0.007017;-0.004933;0
683;5.00;7.75;0.326834;0.643334;0.042172;-0.006915;-0.005046;0
684;5.00;8.00;0.323641;0.643247;0.040455;-0.006814;-0.005160;0
685;5.00;8.25;0.319814;0.642620;0.038765;-0.006713;-0.005276;0
686;5.00;8.50;0.315339;0.641453;0.037099;-0.006632;-0.005398;0
687;5.00;8.75;0.310182;0.639737;0.035449;-0.006572;-0.005535;0
688;5.00;9.00;0.304314;0.637471;0.033813;-0.006524;-0.005677;0
689;5.00;9.25;0.297733;0.634661;0.032187;-0.006479;-0.005824;0
690;5.00;9.50;0.290447;0.631334;0.030573;-0.006434;-0.005972;0
691;5.00;9.75;0.282459;0.627501;0.028970;-0.006402;-0.006128;0
692;5.00;10.00;0.273721;0.623155;0.027372;-0.006392;-0.006290;0
693;5.50;2.00;0.048970;0.328655;0.024485;0.027266;0.002308;1
694;5.50;2.25;0.070428;0.352504;0.031301;0.026289;0.002300;1
695;5.50;2.50;0.094073;0.377008;0.037629;0.024343;0.002167;1
696;5.50;2.75;0.119550;0.401882;0.043473;0.022565;0.002099;1
697;5.50;3.00;0.146736;0.427032;0.048912;0.020563;0.001913;1
698;5.50;3.25;0.174701;0.451519;0.053754;0.017326;0.001458;1
699;5.50;3.50;0.201512;0.475199;0.057575;0.013456;0.000572;1
700;5.50;3.75;0.226808;0.500143;0.060482;0.011826;0.000211;1
701;5.50;4.00;0.253952;0.529021;0.063488;0.009419;-0.000221;1
702;5.50;4.25;0.277064;0.552679;0.065192;0.002622;-0.001873;1
703;5.50;4.50;0.291595;0.567956;0.064799;-0.003897;-0.003157;0
704;5.50;4.75;0.300405;0.578462;0.063243;-0.006929;-0.003737;0
705;5.50;5.00;0.306671;0.586691;0.061334;-0.007974;-0.003971;0
706;5.50;5.25;0.311095;0.593246;0.059256;-0.008507;-0.004189;0
707;5.50;5.50;0.313943;0.598298;0.057081;-0.008664;-0.004359;0
708;5.50;5.75;0.315814;0.602385;0.054924;-0.008460;-0.004425;0
709;5.50;6.00;0.317102;0.605816;0.052850;-0.008187;-0.004510;0
710;5.50;6.25;0.317693;0.608555;0.050831;-0.007976;-0.004621;0
711;5.50;6.50;0.317605;0.610618;0.048862;-0.007781;-0.004733;0
712;5.50;6.75;0.316847;0.612043;0.046940;-0.007622;-0.004855;0
713;5.50;7.00;0.315360;0.612799;0.045051;-0.007493;-0.004987;0
714;5.50;7.25;0.313153;0.612900;0.043194;-0.007377;-0.005121;0
715;5.50;7.50;0.310224;0.612340;0.041363;-0.007269;-0.005256;0
716;5.50;7.75;0.306582;0.611145;0.039559;-0.007166;-0.005395;0
717;5.50;8.00;0.302241;0.609328;0.037780;-0.007070;-0.005534;0
718;5.50;8.25;0.297198;0.606925;0.036024;-0.006989;-0.005685;0
719;5.50;8.50;0.291430;0.603906;0.034286;-0.006932;-0.005849;0
720;5.50;8.75;0.284882;0.600272;0.032558;-0.006887;-0.006020;0
721;5.50;9.00;0.277579;0.596036;0.030842;-0.006845;-0.006195;0
722;5.50;9.25;0.269502;0.591229;0.029135;-0.006809;-0.006374;0
723;5.50;9.50;0.260657;0.585843;0.027438;-0.006780;-0.006557;0
724;5.50;9.75;0.251015;0.579890;0.025745;-0.006759;-0.006745;0
725;5.50;10.00;0.240578;0.573386;0.024058;-0.006749;-0.006941;0
726;6.00;2.00;0.051259;0.329031;0.025629;0.027227;0.002268;1
727;6.00;2.25;0.072982;0.352570;0.032436;0.026126;0.002222;1
728;6.00;2.50;0.096731;0.376559;0.038692;0.024119;0.002089;1
729;6.00;2.75;0.122364;0.400957;0.044496;0.022276;0.001998;1
730;6.00;3.00;0.149492;0.425331;0.049831;0.019812;0.001742;1
731;6.00;3.25;0.176807;0.448886;0.054402;0.015855;0.001103;1
732;6.00;3.50;0.202153;0.471607;0.057758;0.012321;0.000222;1
733;6.00;3.75;0.227109;0.496856;0.060562;0.010952;0.000082;1
734;6.00;4.00;0.252937;0.523671;0.063234;0.007042;-0.000811;1
735;6.00;4.25;0.272355;0.543047;0.064083;-0.000198;-0.002482;0
736;6.00;4.50;0.284109;0.555586;0.063135;-0.005472;-0.003466;0
737;6.00;4.75;0.291400;0.564280;0.061347;-0.007631;-0.003847;0
738;6.00;5.00;0.296598;0.571014;0.059320;-0.008451;-0.004102;0
739;6.00;5.25;0.299890;0.576029;0.057122;-0.008899;-0.004337;0
740;6.00;5.50;0.301786;0.579655;0.054870;-0.008882;-0.004469;0
741;6.00;5.75;0.302914;0.582470;0.052681;-0.008638;-0.004561;0
742;6.00;6.00;0.303306;0.584505;0.050551;-0.008417;-0.004685;0
743;6.00;6.25;0.302950;0.585801;0.048472;-0.008220;-0.004814;0
744;6.00;6.50;0.301865;0.586374;0.046441;-0.008045;-0.004953;0
745;6.00;6.75;0.300033;0.586242;0.044449;-0.007901;-0.005101;0
746;6.00;7.00;0.297431;0.585393;0.042490;-0.007780;-0.005253;0
747;6.00;7.25;0.294055;0.583835;0.040559;-0.007668;-0.005408;0
748;6.00;7.50;0.289920;0.581587;0.038656;-0.007564;-0.005565;0
749;6.00;7.75;0.285024;0.578651;0.036777;-0.007470;-0.005728;0
750;6.00;8.00;0.279368;0.575058;0.034921;-0.007394;-0.005902;0
751;6.00;8.25;0.272912;0.570785;0.033080;-0.007342;-0.006089;0
752;6.00;8.50;0.265627;0.565827;0.031250;-0.007301;-0.006287;0
753;6.00;8.75;0.257511;0.560209;0.029430;-0.007265;-0.006485;0
754;6.00;9.00;0.248561;0.553950;0.027618;-0.007233;-0.006688;0
755;6.00;9.25;0.238773;0.547060;0.025813;-0.007203;-0.006891;0
756;6.00;9.50;0.228157;0.539554;0.024016;-0.007176;-0.007103;0
757;6.00;9.75;0.216697;0.531456;0.022225;-0.007170;-0.007360;0
758;6.00;10.00;0.204316;0.522698;0.020432;-0.007175;-0.007687;0
759;6.50;2.00;0.053506;0.329352;0.026753;0.027079;0.002216;1
760;6.50;2.25;0.075426;0.352481;0.033523;0.025929;0.002130;1
761;6.50;2.50;0.099294;0.376018;0.039718;0.023896;0.002015;1
762;6.50;2.75;0.125046;0.399900;0.045471;0.021873;0.001892;1
763;6.50;3.00;0.151963;0.423438;0.050654;0.018772;0.001527;1
764;6.50;3.25;0.178286;0.445992;0.054857;0.014285;0.000711;1
765;6.50;3.50;0.202289;0.468019;0.057797;0.011414;0.000025;1
766;6.50;3.75;0.227116;0.493364;0.060564;0.009760;-0.000146;1
767;6.50;4.00;0.250708;0.517080;0.062677;0.004290;-0.001467;1
768;6.50;4.25;0.266515;0.532646;0.062709;-0.002687;-0.002917;0
769;6.50;4.50;0.276000;0.542867;0.061333;-0.006627;-0.003656;0
770;6.50;4.75;0.282131;0.550042;0.059396;-0.008202;-0.003965;0
771;6.50;5.00;0.286161;0.555230;0.057232;-0.008954;-0.004249;0
772;6.50;5.25;0.288324;0.558737;0.054919;-0.009242;-0.004459;0
773;6.50;5.50;0.289362;0.561064;0.052611;-0.009112;-0.004575;0
774;6.50;5.75;0.289586;0.562507;0.050363;-0.008892;-0.004711;0
775;6.50;6.00;0.288992;0.563126;0.048165;-0.008691;-0.004855;0
776;6.50;6.25;0.287607;0.562955;0.046017;-0.008511;-0.005007;0
777;6.50;6.50;0.285413;0.562000;0.043910;-0.008356;-0.005168;0
778;6.50;6.75;0.282414;0.560280;0.041839;-0.008222;-0.005336;0
779;6.50;7.00;0.278590;0.557799;0.039799;-0.008107;-0.005507;0
780;6.50;7.25;0.273945;0.554562;0.037786;-0.008001;-0.005682;0
781;6.50;7.50;0.268487;0.550590;0.035798;-0.007910;-0.005865;0
782;6.50;7.75;0.262187;0.545865;0.033831;-0.007841;-0.006060;0
783;6.50;8.00;0.255023;0.540406;0.031878;-0.007791;-0.006268;0
784;6.50;8.25;0.246966;0.534195;0.029935;-0.007757;-0.006486;0
785;6.50;8.50;0.237994;0.527250;0.027999;-0.007725;-0.006704;0
786;6.50;8.75;0.228139;0.519600;0.026073;-0.007690;-0.006922;0
787;6.50;9.00;0.217388;0.511279;0.024154;-0.007657;-0.007145;0
788;6.50;9.25;0.205764;0.502296;0.022245;-0.007638;-0.007417;0
789;6.50;9.50;0.193183;0.492624;0.020335;-0.007719;-0.007780;0
790;6.50;9.75;0.179258;0.481933;0.018385;-0.007929;-0.008244;0
791;6.50;10.00;0.163704;0.470036;0.016370;-0.008060;-0.008789;0
792;7.00;2.00;0.055691;0.329583;0.027846;0.026883;0.002153;1
793;7.00;2.25;0.077774;0.352301;0.034566;0.025724;0.002048;1
794;7.00;2.50;0.101769;0.375401;0.040708;0.023643;0.001944;1
795;7.00;2.75;0.127566;0.398692;0.046388;0.021300;0.001766;1
796;7.00;3.00;0.154073;0.421342;0.051358;0.017451;0.001259;1
797;7.00;3.25;0.179117;0.442838;0.055113;0.012850;0.000347;1
798;7.00;3.50;0.202240;0.464604;0.057783;0.010606;-0.000079;1
799;7.00;3.75;0.226560;0.489202;0.060416;0.007969;-0.000560;1
800;7.00;4.00;0.247070;0.509198;0.061767;0.001502;-0.002081;1
801;7.00;4.25;0.259959;0.521901;0.061167;-0.004575;-0.003199;0
802;7.00;4.50;0.267659;0.530105;0.059480;-0.007569;-0.003771;0
803;7.00;4.75;0.272566;0.535725;0.057382;-0.008817;-0.004095;0
804;7.00;5.00;0.275355;0.539354;0.055071;-0.009439;-0.004383;0
805;7.00;5.25;0.276478;0.541434;0.052663;-0.009552;-0.004560;0
806;7.00;5.50;0.276623;0.542467;0.050295;-0.009386;-0.004700;0
807;7.00;5.75;0.275825;0.542502;0.047970;-0.009199;-0.004859;0
808;7.00;6.00;0.274173;0.541679;0.045695;-0.009010;-0.005024;0
809;7.00;6.25;0.271653;0.539999;0.043465;-0.008846;-0.005198;0
810;7.00;6.50;0.268271;0.537501;0.041272;-0.008703;-0.005377;0
811;7.00;6.75;0.264014;0.534171;0.039113;-0.008579;-0.005562;0
812;7.00;7.00;0.258882;0.530037;0.036983;-0.008471;-0.005752;0
813;7.00;7.25;0.252864;0.525100;0.034878;-0.008385;-0.005952;0
814;7.00;7.50;0.245930;0.519339;0.032791;-0.008321;-0.006167;0
815;7.00;7.75;0.238060;0.512769;0.030717;-0.008276;-0.006392;0
816;7.00;8.00;0.229221;0.505373;0.028653;-0.008247;-0.006625;0
817;7.00;8.25;0.219400;0.497177;0.026594;-0.008213;-0.006858;0
818;7.00;8.50;0.208642;0.488233;0.024546;-0.008172;-0.007085;0
819;7.00;8.75;0.196943;0.478566;0.022508;-0.008146;-0.007367;0
820;7.00;9.00;0.184260;0.468158;0.020473;-0.008223;-0.007750;0
821;7.00;9.25;0.170164;0.456657;0.018396;-0.008474;-0.008244;0
822;7.00;9.50;0.154245;0.443777;0.016236;-0.008829;-0.008823;0
823;7.00;9.75;0.136320;0.429430;0.013982;-0.009188;-0.009405;0
824;7.00;10.00;0.116424;0.413725;0.011642;-0.009357;-0.009923;0
825;7.50;2.00;0.057811;0.329722;0.028906;0.026660;0.002085;1
826;7.50;2.25;0.080034;0.352013;0.035571;0.025513;0.001970;1
827;7.50;2.50;0.104156;0.374715;0.041662;0.023332;0.001861;1
828;7.50;2.75;0.129901;0.397330;0.047237;0.020501;0.001610;1
829;7.50;3.00;0.155738;0.419025;0.051913;0.015936;0.000948;1
830;7.50;3.25;0.179415;0.439536;0.055205;0.011610;0.000045;1
831;7.50;3.50;0.202012;0.461236;0.057718;0.009599;-0.000223;1
832;7.50;3.75;0.225015;0.483964;0.060004;0.005757;-0.001073;1
833;7.50;4.00;0.242384;0.500534;0.060596;-0.000988;-0.002529;0
834;7.50;4.25;0.252918;0.510874;0.059510;-0.006067;-0.003430;0
835;7.50;4.50;0.259031;0.517224;0.057563;-0.008419;-0.003898;0
836;7.50;4.75;0.262678;0.521298;0.055301;-0.009427;-0.004234;0
837;7.50;5.00;0.264244;0.523426;0.052849;-0.009884;-0.004491;0
838;7.50;5.25;0.264383;0.524164;0.050359;-0.009875;-0.004658;0
839;7.50;5.50;0.263513;0.523823;0.047911;-0.009711;-0.004833;0
840;7.50;5.75;0.261644;0.522448;0.045503;-0.009540;-0.005007;0
841;7.50;6.00;0.258849;0.520158;0.043142;-0.009369;-0.005191;0
842;7.50;6.25;0.255117;0.516956;0.040819;-0.009218;-0.005381;0
843;7.50;6.50;0.250462;0.512887;0.038533;-0.009083;-0.005578;0
844;7.50;6.75;0.244870;0.507938;0.036277;-0.008972;-0.005780;0
845;7.50;7.00;0.238327;0.502122;0.034047;-0.008887;-0.005997;0
846;7.50;7.25;0.230794;0.495424;0.031834;-0.008830;-0.006226;0
847;7.50;7.50;0.222237;0.487820;0.029632;-0.008791;-0.006467;0
848;7.50;7.75;0.212646;0.479336;0.027438;-0.008758;-0.006711;0
849;7.50;8.00;0.202022;0.469993;0.025253;-0.008722;-0.006951;0
850;7.50;8.25;0.190388;0.459850;0.023077;-0.008677;-0.007220;0
851;7.50;8.50;0.177772;0.448936;0.020914;-0.008743;-0.007609;0
852;7.50;8.75;0.163677;0.436863;0.018706;-0.009020;-0.008121;0
853;7.50;9.00;0.147641;0.423283;0.016405;-0.009410;-0.008721;0
854;7.50;9.25;0.129508;0.408166;0.014001;-0.009785;-0.009333;0
855;7.50;9.50;0.109364;0.391640;0.011512;-0.010040;-0.009854;0
856;7.50;9.75;0.087562;0.374064;0.008981;-0.010130;-0.010154;0
857;7.50;10.00;0.064471;0.355783;0.006447;-0.010134;-0.010241;0
858;8.00;2.00;0.059862;0.329762;0.029931;0.026421;0.002028;1
859;8.00;2.25;0.082206;0.351635;0.036536;0.025275;0.001902;1
860;8.00;2.50;0.106421;0.373908;0.042568;0.022922;0.001762;1
861;8.00;2.75;0.131992;0.395764;0.047997;0.019475;0.001421;1
862;8.00;3.00;0.156918;0.416495;0.052306;0.014322;0.000617;1
863;8.00;3.25;0.179265;0.436147;0.055158;0.010508;-0.000175;1
864;8.00;3.50;0.201459;0.457642;0.057560;0.008369;-0.000441;1
865;8.00;3.75;0.222536;0.477876;0.059343;0.003356;-0.001573;1
866;8.00;4.00;0.236952;0.491356;0.059238;-0.003212;-0.002879;0
867;8.00;4.25;0.245381;0.499503;0.057737;-0.007313;-0.003625;0
868;8.00;4.50;0.250118;0.504249;0.055582;-0.009177;-0.004029;0
869;8.00;4.75;0.252455;0.506764;0.053149;-0.010004;-0.004359;0
870;8.00;5.00;0.252898;0.507488;0.050580;-0.010288;-0.004585;0
871;8.00;5.25;0.252022;0.506901;0.048004;-0.010234;-0.004767;0
872;8.00;5.50;0.250043;0.505140;0.045462;-0.010084;-0.004961;0
873;8.00;5.75;0.247034;0.502345;0.042962;-0.009916;-0.005155;0
874;8.00;6.00;0.243027;0.498567;0.040505;-0.009758;-0.005355;0
875;8.00;6.25;0.238022;0.493837;0.038083;-0.009620;-0.005559;0
876;8.00;6.50;0.232016;0.488176;0.035695;-0.009501;-0.005773;0
877;8.00;6.75;0.224997;0.481582;0.033333;-0.009416;-0.006001;0
878;8.00;7.00;0.216906;0.474024;0.030987;-0.009362;-0.006244;0
879;8.00;7.25;0.207724;0.465507;0.028652;-0.009325;-0.006496;0
880;8.00;7.50;0.197430;0.456038;0.026324;-0.009290;-0.006747;0
881;8.00;7.75;0.186050;0.445651;0.024006;-0.009245;-0.007001;0
882;8.00;8.00;0.173613;0.434418;0.021702;-0.009265;-0.007368;0
883;8.00;8.25;0.159834;0.422111;0.019374;-0.009528;-0.007883;0
884;8.00;8.50;0.143970;0.408153;0.016938;-0.009973;-0.008499;0
885;8.00;8.75;0.125888;0.392525;0.014387;-0.010370;-0.009115;0
886;8.00;9.00;0.105775;0.375468;0.011753;-0.010649;-0.009648;0
887;8.00;9.25;0.083829;0.357199;0.009063;-0.010740;-0.010001;0
888;8.00;9.50;0.060635;0.338222;0.006383;-0.010470;-0.010075;0
889;8.00;9.75;0.037317;0.319447;0.003827;-0.009963;-0.010072;0
890;8.00;10.00;0.014013;0.300888;0.001401;-0.009704;-0.010064;0
891;8.50;2.00;0.061867;0.329755;0.030934;0.026155;0.001978;1
892;8.50;2.25;0.084313;0.351207;0.037472;0.024981;0.001836;1
893;8.50;2.50;0.108560;0.372969;0.043424;0.022370;0.001662;1
894;8.50;2.75;0.133807;0.394027;0.048657;0.018212;0.001199;1
895;8.50;3.00;0.157590;0.413754;0.052530;0.012745;0.000288;1
896;8.50;3.25;0.178847;0.432765;0.055030;0.009494;-0.000306;1
897;8.50;3.50;0.200469;0.453593;0.057277;0.006802;-0.000737;1
898;8.50;3.75;0.219114;0.470974;0.058430;0.000880;-0.002062;1
899;8.50;4.00;0.230867;0.481753;0.057717;-0.005091;-0.003135;0
900;8.50;4.25;0.237510;0.487989;0.055885;-0.008366;-0.003769;0
901;8.50;4.50;0.240902;0.491183;0.053534;-0.009887;-0.004160;0
902;8.50;4.75;0.241970;0.492182;0.050941;-0.010539;-0.004462;0
903;8.50;5.00;0.241321;0.491544;0.048264;-0.010700;-0.004680;0
904;8.50;5.25;0.239354;0.489603;0.045591;-0.010628;-0.004884;0
905;8.50;5.50;0.236227;0.486438;0.042950;-0.010485;-0.005089;0
906;8.50;5.75;0.232005;0.482190;0.040349;-0.010328;-0.005298;0
907;8.50;6.00;0.226719;0.476909;0.037787;-0.010177;-0.005513;0
908;8.50;6.25;0.220375;0.470640;0.035260;-0.010054;-0.005735;0
909;8.50;6.50;0.212936;0.463369;0.032759;-0.009969;-0.005972;0
910;8.50;6.75;0.204361;0.455067;0.030276;-0.009913;-0.006226;0
911;8.50;7.00;0.194619;0.445738;0.027803;-0.009877;-0.006484;0
912;8.50;7.25;0.183696;0.435384;0.025337;-0.009836;-0.006740;0
913;8.50;7.50;0.171635;0.424077;0.022885;-0.009799;-0.007054;0
914;8.50;7.75;0.158392;0.411800;0.020438;-0.009999;-0.007535;0
915;8.50;8.00;0.143081;0.397844;0.017885;-0.010487;-0.008158;0
916;8.50;8.25;0.125352;0.382019;0.015194;-0.010940;-0.008793;0
917;8.50;8.50;0.105530;0.364696;0.012415;-0.011206;-0.009327;0
918;8.50;8.75;0.083922;0.346159;0.009591;-0.011317;-0.009706;0
919;8.50;9.00;0.060810;0.326689;0.006757;-0.011182;-0.009843;0
920;8.50;9.25;0.036999;0.306910;0.004000;-0.010640;-0.009777;0
921;8.50;9.50;0.013649;0.287734;0.001437;-0.010182;-0.009662;0
922;8.50;9.75;0.000000;0.267977;-0.001091;-0.010108;-0.009350;0
923;8.50;10.00;0.000000;0.247376;-0.003617;-0.010105;-0.009237;0
924;9.00;2.00;0.063818;0.329682;0.031909;0.025851;0.001916;1
925;9.00;2.25;0.086337;0.350687;0.038372;0.024641;0.001764;1
926;9.00;2.50;0.110575;0.371918;0.044230;0.021648;0.001553;1
927;9.00;2.75;0.135289;0.392107;0.049196;0.016728;0.000942;1
928;9.00;3.00;0.157782;0.410802;0.052594;0.011314;-0.000008;1
929;9.00;3.25;0.178272;0.429402;0.054853;0.008457;-0.000424;1
930;9.00;3.50;0.198880;0.448935;0.056823;0.004856;-0.001136;1
931;9.00;3.75;0.214803;0.463370;0.057281;-0.001439;-0.002454;0
932;9.00;4.00;0.224414;0.471984;0.056103;-0.006626;-0.003326;0
933;9.00;4.25;0.229363;0.476338;0.053968;-0.009364;-0.003900;0
934;9.00;4.50;0.231396;0.477988;0.051421;-0.010562;-0.004278;0
935;9.00;4.75;0.231262;0.477591;0.048687;-0.011044;-0.004552;0
936;9.00;5.00;0.229497;0.475591;0.045899;-0.011134;-0.004779;0
937;9.00;5.25;0.226379;0.472272;0.043120;-0.011052;-0.005000;0
938;9.00;5.50;0.222054;0.467694;0.040373;-0.010910;-0.005217;0
939;9.00;5.75;0.216572;0.461992;0.037665;-0.010763;-0.005438;0
940;9.00;6.00;0.209951;0.455206;0.034992;-0.010632;-0.005667;0
941;9.00;6.25;0.202180;0.447364;0.032349;-0.010539;-0.005914;0
942;9.00;6.50;0.193196;0.438433;0.029722;-0.010485;-0.006175;0
943;9.00;6.75;0.182968;0.428394;0.027106;-0.010440;-0.006438;0
944;9.00;7.00;0.171518;0.417290;0.024503;-0.010390;-0.006704;0
945;9.00;7.25;0.158857;0.405171;0.021911;-0.010465;-0.007107;0
946;9.00;7.50;0.144526;0.391658;0.019270;-0.010879;-0.007703;0
947;9.00;7.75;0.127657;0.376102;0.016472;-0.011453;-0.008375;0
948;9.00;8.00;0.108351;0.358720;0.013544;-0.011782;-0.008929;0
949;9.00;8.25;0.087292;0.340159;0.010581;-0.011867;-0.009312;0
950;9.00;8.50;0.064690;0.320576;0.007611;-0.011800;-0.009500;0
951;9.00;8.75;0.040958;0.300317;0.004681;-0.011402;-0.009494;0
952;9.00;9.00;0.017186;0.280205;0.001910;-0.010791;-0.009266;0
953;9.00;9.25;0.000000;0.260273;-0.000715;-0.010377;-0.008777;0
954;9.00;9.50;0.000000;0.239833;-0.003279;-0.009615;-0.008638;0
955;9.00;9.75;0.000000;0.220603;-0.005522;-0.009114;-0.008817;0
956;9.00;10.00;0.000000;0.200045;-0.007836;-0.009254;-0.009030;0
957;9.50;2.00;0.065699;0.329515;0.032849;0.025546;0.001843;1
958;9.50;2.25;0.088281;0.350096;0.039236;0.024256;0.001694;1
959;9.50;2.50;0.112444;0.370742;0.044977;0.020726;0.001416;1
960;9.50;2.75;0.136397;0.390002;0.049599;0.015088;0.000656;1
961;9.50;3.00;0.157565;0.407701;0.052522;0.010015;-0.000242;1
962;9.50;3.25;0.177470;0.425956;0.054606;0.007238;-0.000595;1
